"KO","27L1","27L2","27L3","30L1","30L2","30L3","27R1","27R2","27R3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef"
"K00215",4.0286,3.3622,3.2305,0,0,3.443,5.6141,6.7176,5.356,7.3702,0,1.6778,"4-hydroxy-tetrahydrodipicolinate reductase","4-hydroxy-tetrahydrodipicolinate reductase","","","GO:0009089;GO:0008839","lysine biosynthetic process via diaminopimelate;4-hydroxy-tetrahydrodipicolinate reductase","4-hydroxy-tetrahydrodipicolinate reductase "
"K00218",30.886,28.018,34.459,37.504,39.698,37.873,22.456,22.84,20.085,20.1,28.538,23.489,"hypothetical protein","MAG: protochlorophyllide oxidoreductase","NADPH-protochlorophyllide oxidoreductase","","GO:0015979;GO:0015995;GO:0016630","photosynthesis;chlorophyll biosynthetic process;protochlorophyllide reductase activity","protochlorophyllide reductase "
"K00228",0,0,2.1537,0,0,0,1.604,8.7328,12.72,6.0301,0,0,"Oxygen-dependent coproporphyrinogen-III oxidase","oxygen-dependent coproporphyrinogen oxidase","","","GO:0006779;GO:0004109","porphyrin-containing compound biosynthetic process;coproporphyrinogen oxidase activity","coproporphyrinogen III oxidase "
"K00254",0,8.9658,7.5379,0,5.4134,3.443,0,4.7023,5.356,7.3702,4.0769,6.711,"Dihydroorotate dehydrogenase (quinone)","MAG: dihydroorotate dehydrogenase (quinone)","Dihydroorotate dehydrogenase","pyrD","GO:0006207;GO:0044205;GO:0004152;GO:0005737;GO:0005886;GO:0016627;GO:0016020","'de novo' pyrimidine nucleobase biosynthetic process;'de novo' UMP biosynthetic process;dihydroorotate dehydrogenase activity;cytoplasm;plasma membrane;oxidoreductase activity, acting on the CH-CH group of donors;membrane","dihydroorotate dehydrogenase "
"K00259",6.7143,0,0,0,0,5.7383,5.6141,6.7176,4.6865,7.3702,7.1346,7.5499,"Alanine dehydrogenase","MAG: alanine dehydrogenase","Alanine dehydrogenase","ald","GO:0042853;GO:0000166;GO:0000286","L-alanine catabolic process;nucleotide binding;alanine dehydrogenase activity","alanine dehydrogenase "
"K00281",9.4001,5.6036,3.2305,0,0,4.5907,8.0201,11.42,11.381,10.72,8.1538,14.261,"Glycine dehydrogenase (decarboxylating)","MAG: glycine dehydrogenase (aminomethyl-transferring)","Glycine dehydrogenase     )","gcvP","GO:0019464;GO:0004375;GO:0006544;GO:0006546;GO:0003824","glycine decarboxylation via glycine cleavage system;glycine dehydrogenase (decarboxylating) activity;glycine metabolic process;glycine catabolic process;catalytic activity","glycine dehydrogenase "
"K00284",67.143,56.036,59.227,28.98,41.502,49.35,74.587,65.16,63.602,60.971,77.461,75.499,"Ferredoxin-dependent glutamate synthase 2","MAG: glutamate synthase large subunit","Glutamate synthase large subunit","","GO:0006537;GO:0006541;GO:0019605;GO:0015930;GO:0046872;GO:0051538;GO:0006807;GO:0016491;GO:0016638","glutamate biosynthetic process;glutamine metabolic process;butyrate metabolic process;glutamate synthase activity;metal ion binding;3 iron, 4 sulfur cluster binding;nitrogen compound metabolic process;oxidoreductase activity;oxidoreductase activity, acting on the CH-NH2 group of donors","glutamate synthase (ferredoxin) "
"K00286",9.4001,6.7244,7.5379,0,9.0223,9.1813,4.8121,4.7023,4.017,4.6901,6.1154,8.3888,"Pyrroline-5-carboxylate reductase","MAG: pyrroline-5-carboxylate reductase","Pyrroline-5-carboxylate reductase","proC","GO:0055129;GO:0004735;GO:0005737;GO:0006561","L-proline biosynthetic process;pyrroline-5-carboxylate reductase activity;cytoplasm;proline biosynthetic process","pyrroline-5-carboxylate reductase "
"K00324",34.915,33.622,30.152,32.39,30.676,36.725,39.299,26.199,25.441,28.811,30.577,31.877,"NAD(P) transhydrogenase subunit alpha part 1","MAG: NAD(P)(+) transhydrogenase (Re/Si-specific) subunit alpha","NAD transhydrogenase  subunit alpha","","GO:0016491","oxidoreductase activity","H+-translocating NAD(P) transhydrogenase subunit alpha "
"K00325",0,16.811,11.845,5.1142,12.631,16.067,17.644,24.183,28.119,26.131,12.231,20.133,"NAD(P) transhydrogenase subunit beta","MULTISPECIES: NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta","","","GO:0008750;GO:0050661;GO:0016020","NAD(P)+ transhydrogenase (AB-specific) activity;NADP binding;membrane","H+-translocating NAD(P) transhydrogenase subunit beta "
"K00341",0,4.4829,0,0,0,8.0337,4.8121,6.0458,4.6865,5.3601,0,6.711,"NADH-quinone oxidoreductase subunit L","MAG: NADH-quinone oxidoreductase subunit L","NADH-quinone oxidoreductase subunit L","","GO:0042773;GO:0008137;GO:0048038;GO:0016020;GO:0016021","ATP synthesis coupled electron transport;NADH dehydrogenase (ubiquinone) activity;quinone binding;membrane;integral component of membrane","NADH-quinone oxidoreductase subunit L "
"K00366",40.286,41.467,34.459,47.732,63.156,41.316,69.775,50.382,55.568,48.241,44.846,44.461,"Sulfite reductase [ferredoxin]","MAG: ferredoxin--nitrite reductase","Ferredoxin--nitrite reductase","","GO:0016491;GO:0020037;GO:0051536","oxidoreductase activity;heme binding;iron-sulfur cluster binding","ferredoxin-nitrite reductase "
"K00367",0,3.3622,0,0,0,0,6.4161,15.45,18.076,12.06,4.0769,10.905,"Nitrate reductase","MAG: nitrate reductase catalytic subunit","Nitrate reductase catalytic subunit","","GO:0042128;GO:0016491;GO:0043546;GO:0046872;GO:0051539","nitrate assimilation;oxidoreductase activity;molybdopterin cofactor binding;metal ion binding;4 iron, 4 sulfur cluster binding","ferredoxin-nitrate reductase "
"K00382",42.972,45.95,45.228,34.095,28.871,42.464,49.725,49.038,40.17,41.541,40.769,47.816,"Dihydrolipoyl dehydrogenase","dihydrolipoyl dehydrogenase","","","GO:0045454;GO:0004148;GO:0050660;GO:0016491;GO:0016668","cell redox homeostasis;dihydrolipoyl dehydrogenase activity;flavin adenine dinucleotide binding;oxidoreductase activity;oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor","dihydrolipoamide dehydrogenase "
"K00383",14.772,16.811,13.999,10.228,14.436,13.772,16.842,16.122,14.059,18.09,20.385,17.616,"Glutathione amide reductase","MAG: glutathione-disulfide reductase","Glutathione-disulfide reductase","","GO:0045454;GO:0016668;GO:0050660;GO:0016491","cell redox homeostasis;oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor;flavin adenine dinucleotide binding;oxidoreductase activity","glutathione reductase (NADPH) "
"K00384",8.0572,11.207,12.922,11.933,18.045,17.215,12.03,9.4046,19.415,12.73,9.173,13.422,"Thioredoxin reductase","MAG: thioredoxin-disulfide reductase","Thioredoxin reductase","trxB","GO:0019430;GO:0004791;GO:0005737;GO:0016491","removal of superoxide radicals;thioredoxin-disulfide reductase activity;cytoplasm;oxidoreductase activity","thioredoxin reductase (NADPH) "
"K00390",0,0,0,0,0,0,0,5.3741,6.695,2.01,0,3.3555,"Phosphoadenosine phosphosulfate reductase","MAG: phosphoadenylyl-sulfate reductase","Phosphoadenosine 5'-phosphosulfate reductase","cysH","GO:0019379;GO:0070814;GO:0004604;GO:0005737;GO:0003824","sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin);hydrogen sulfide biosynthetic process;phosphoadenylyl-sulfate reductase (thioredoxin) activity;cytoplasm;catalytic activity","phosphoadenosine phosphosulfate reductase "
"K00392",17.457,16.811,19.383,8.5237,7.2178,13.772,19.248,22.84,23.432,26.131,14.269,16.778,"Sulfite reductase [ferredoxin]","MAG: sulfite reductase, ferredoxin dependent","Assimilatory sulfite reductase","","GO:0020037;GO:0050311;GO:0051539;GO:0016491;GO:0051536;GO:0046872","heme binding;sulfite reductase (ferredoxin) activity;4 iron, 4 sulfur cluster binding;oxidoreductase activity;iron-sulfur cluster binding;metal ion binding","sulfite reductase (ferredoxin) "
"K00432",0,5.6036,6.4611,0,7.2178,4.5907,0,4.0305,5.356,4.6901,0,4.1944,"Hydroperoxy fatty acid reductase gpx1","glutathione peroxidase","","","GO:0006979;GO:0004602","response to oxidative stress;glutathione peroxidase activity","glutathione peroxidase "
"K00450",0,0,0,0,0,0,0,0,2.0085,2.6801,5.0961,4.1944,"hypothetical protein","MAG: hypothetical protein DCO99_07945","","","","","gentisate 1,2-dioxygenase "
"K00514",25.514,19.052,17.23,20.457,14.436,20.658,22.456,14.779,19.415,18.09,15.288,13.422,"15-cis-phytoene desaturase","MAG: 9,9'-di-cis-zeta-carotene desaturase","Zeta-carotene desaturase","zds","GO:0016117;GO:0016719;GO:0052886;GO:0052887;GO:0016491","carotenoid biosynthetic process;carotene 7,8-desaturase activity;9,9'-dicis-carotene:quinone oxidoreductase activity;7,9,9'-tricis-neurosporene:quinone oxidoreductase activity;oxidoreductase activity","zeta-carotene desaturase "
"K00524",37.6,45.95,43.074,39.209,43.307,41.316,38.497,44.336,40.839,44.891,41.788,51.172,"Adenosylcobalamin-dependent ribonucleoside-triphosphate reductase","MAG: ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent","Ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent","nrdJ","GO:0006260;GO:0000166;GO:0004748;GO:0008998;GO:0031419","DNA replication;nucleotide binding;ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor;ribonucleoside-triphosphate reductase activity;cobalamin binding","ribonucleotide reductase, class II "
"K00548",6.7143,6.7244,5.3842,0,0,6.886,15.238,25.527,21.424,20.77,7.1346,15.1,"Methionine synthase","MAG: methionine synthase","Methionine synthase","metH","GO:0009086;GO:0032259;GO:0042558;GO:0008270;GO:0008705;GO:0031419;GO:0044237;GO:0046872","methionine biosynthetic process;methylation;pteridine-containing compound metabolic process;zinc ion binding;methionine synthase activity;cobalamin binding;cellular metabolic process;metal ion binding","5-methyltetrahydrofolate--homocysteine methyltransferase "
"K00600",44.315,32.501,32.305,44.323,41.502,33.282,28.872,16.122,19.415,20.1,29.558,26.844,"Serine hydroxymethyltransferase","MAG: serine hydroxymethyltransferase","Serine hydroxymethyltransferase","glyA","GO:0019264;GO:0032259;GO:0035999;GO:0004372;GO:0008168;GO:0030170;GO:0005737;GO:0003824","glycine biosynthetic process from serine;methylation;tetrahydrofolate interconversion;glycine hydroxymethyltransferase activity;methyltransferase activity;pyridoxal phosphate binding;cytoplasm;catalytic activity","glycine hydroxymethyltransferase "
"K00602",28.2,41.467,43.074,35.799,39.698,40.168,27.268,22.168,24.771,27.471,25.481,28.522,"Bifunctional purine biosynthesis protein PurH","MAG: bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase","Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase  ; IMP cyclohydrolase    ]","purH","GO:0006189;GO:0003937;GO:0004643;GO:0006164;GO:0003824","'de novo' IMP biosynthetic process;IMP cyclohydrolase activity;phosphoribosylaminoimidazolecarboxamide formyltransferase activity;purine nucleotide biosynthetic process;catalytic activity","phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase "
"K00605",4.0286,4.4829,3.2305,0,3.6089,3.443,5.6141,3.3588,3.3475,6.7001,6.1154,6.711,"Aminomethyltransferase","MAG: glycine cleavage system aminomethyltransferase GcvT","Aminomethyltransferase","gcvT","GO:0019464;GO:0032259;GO:0004047;GO:0005515;GO:0008168;GO:0008483;GO:0006546","glycine decarboxylation via glycine cleavage system;methylation;aminomethyltransferase activity;protein binding;methyltransferase activity;transaminase activity;glycine catabolic process","aminomethyltransferase "
"K00609",24.172,15.69,19.383,20.457,21.653,20.658,23.258,21.4963,20.754,28.8111,12.231,23.489,"Aspartate carbamoyltransferase catalytic subunit;Aspartate carbamoyltransferase","MAG: aspartate carbamoyltransferase","Aspartate carbamoyltransferase",";pyrB","GO:0006207;GO:0006520;GO:0044205;GO:0004070;GO:0016597;GO:0016743","'de novo' pyrimidine nucleobase biosynthetic process;amino acid metabolic process;'de novo' UMP biosynthetic process;aspartate carbamoyltransferase activity;amino acid binding;carboxyl- or carbamoyltransferase activity;cellular amino acid metabolic process","aspartate carbamoyltransferase catalytic subunit "
"K00611",5.3715,8.9658,9.6916,6.8189,5.4134,8.0337,9.6242,5.3741,3.3475,6.0301,6.1154,7.5499,"Ornithine carbamoyltransferase","MAG: ornithine carbamoyltransferase","Ornithine carbamoyltransferase","argF","GO:0006591;GO:0004585;GO:0016597;GO:0005737;GO:0006520;GO:0016743","ornithine metabolic process;ornithine carbamoyltransferase activity;amino acid binding;cytoplasm;amino acid metabolic process;carboxyl- or carbamoyltransferase activity","ornithine carbamoyltransferase "
"K00612",0,4.4829,3.2305,0,0,4.5907,4.0101,6.7176,6.695,8.7102,2.0385,5.8721,"Decarbamoylnovobiocin carbamoyltransferase","MAG: hypothetical protein DCO99_09560","Carbamoyltransferase","","GO:0009058;GO:0003824","biosynthetic process;catalytic activity","carbamoyltransferase "
"K00615",91.315,104.23,114.15,78.418,93.832,91.813,105.87,102.11,93.06,83.082,76.442,86.404,"Transketolase","MAG: transketolase","Transketolase","tkt","GO:0004802;GO:0046872;GO:0003824","transketolase activity;metal ion binding;catalytic activity","transketolase "
"K00616",61.772,43.708,48.458,49.437,59.547,59.679,52.933,50.382,46.195,45.561,41.788,45.299,"Transaldolase","transaldolase","","","GO:0005975;GO:0006098;GO:0004801;GO:0005509;GO:0005737","carbohydrate metabolic process;pentose-phosphate shunt;transaldolase activity;calcium ion binding;cytoplasm","transaldolase "
"K00620",0,0,2.1537,0,0,3.443,0,3.3588,4.017,2.6801,0,3.3555,"Arginine biosynthesis bifunctional protein ArgJ","MAG: arginine biosynthesis bifunctional protein ArgJ","Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase    ; Amino-acid acetyltransferase   ]","argJ","GO:0006526;GO:0004042;GO:0004358;GO:0103045;GO:0005737","arginine biosynthetic process;acetyl-CoA:L-glutamate N-acetyltransferase activity;glutamate N-acetyltransferase activity;methione N-acyltransferase activity;cytoplasm","glutamate N-acetyltransferase / amino-acid N-acetyltransferase "
"K00627",34.915,33.622,32.305,35.799,19.849,33.282,42.507,30.901,26.11,31.491,36.692,44.461,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex","MAG: branched-chain alpha-keto acid dehydrogenase subunit E2","Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex","","GO:0006086;GO:0016746;GO:0045254","acetyl-CoA biosynthetic process from pyruvate;acyltransferase activity;pyruvate dehydrogenase complex","pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) "
"K00645",24.172,12.328,13.999,15.343,9.0223,8.0337,16.842,8.7328,7.3645,14.74,20.385,12.583,"Malonyl CoA-acyl carrier protein transacylase","MAG: [acyl-carrier-protein] S-malonyltransferase","Malonyl CoA-acyl carrier protein transacylase","fabD","GO:0004314;GO:0016740","[acyl-carrier-protein] S-malonyltransferase activity;transferase activity"," S-malonyltransferase "
"K00648",9.4001,7.8451,6.4611,3.4095,0,3.443,8.8221,6.0458,6.0255,4.6901,8.1538,8.3888,"3-oxoacyl-[acyl-carrier-protein] synthase 3","MAG: 3-oxoacyl-ACP synthase","3-oxoacyl-[acyl-carrier-protein] synthase 3","fabH","GO:0006633;GO:0004315;GO:0033818;GO:0005737;GO:0016746","fatty acid biosynthetic process;3-oxoacyl-[acyl-carrier-protein] synthase activity;beta-ketoacyl-acyl-carrier-protein synthase III activity;cytoplasm;acyltransferase activity","3-oxoacyl- synthase III "
"K00677",9.4001,0,6.4611,3.4095,3.6089,6.886,11.228,9.4046,8.7035,10.05,7.1346,7.5499,"Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase","MULTISPECIES: acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase","","","GO:0008610;GO:0008780;GO:0016740","lipid biosynthetic process;acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity;transferase activity","UDP-N-acetylglucosamine acyltransferase "
"K00688",12.0858,11.207,10.768,3.4095,3.6089,10.329,20.852,32.2443,44.186,32.1602,9.173,16.7776,"Maltodextrin phosphorylase","MAG: glycogen phosphorylase","Alpha-1,4 glucan phosphorylase","","GO:0005975;GO:0008184;GO:0030170;GO:0102250;GO:0102499;GO:0004645","carbohydrate metabolic process;glycogen phosphorylase activity;pyridoxal phosphate binding;linear malto-oligosaccharide phosphorylase activity;SHG alpha-glucan phosphorylase activity;1,4-alpha-oligoglucan phosphorylase activity","glycogen phosphorylase "
"K00700",28.2,29.139,34.459,20.457,25.262,24.101,36.893,41.649,41.509,26.131,28.538,31.039,"1,4-alpha-glucan branching enzyme GlgB","MAG: 1,4-alpha-glucan branching enzyme","1,4-alpha-glucan branching enzyme GlgB   -glucan branching enzyme)","glgB","GO:0005978;GO:0003844;GO:0004553;GO:0043169;GO:0102752;GO:0005975;GO:0003824","glycogen biosynthetic process;1,4-alpha-glucan branching enzyme activity;hydrolase activity, hydrolyzing O-glycosyl compounds;cation binding;1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis);carbohydrate metabolic process;catalytic activity","1,4-alpha-glucan branching enzyme "
"K00703",28.2,52.674,43.074,37.504,41.502,49.35,49.725,45.68,42.848,50.921,38.731,51.172,"Glycogen synthase","MAG: glycogen synthase GlgA","Glycogen synthase","glgA","GO:0005978;GO:0004373;GO:0009011;GO:0033201;GO:0016757","glycogen biosynthetic process;glycogen (starch) synthase activity;starch synthase activity;alpha-1,4-glucan synthase activity;glycosyltransferase activity","starch synthase "
"K00721",20.1426,16.8112,22.6134,15.3425,16.2404,17.2153,17.644,20.8243,25.4405,20.1001,11.2115,20.1334,"Polyprenol monophosphomannose synthase;Undecaprenyl-phosphate mannosyltransferase;Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","MAG: glycosyl transferase","Glycosyl transferase","","GO:0000271;GO:0097502;GO:0004582;GO:0016020;GO:0016021;GO:0016740","polysaccharide biosynthetic process;mannosylation;dolichyl-phosphate beta-D-mannosyltransferase activity;membrane;integral component of membrane;transferase activity","dolichol-phosphate mannosyltransferase "
"K00748",4.0286,2.2415,3.2305,0,0,4.5907,1.604,4.7023,6.695,4.0201,3.0577,3.3555,"Lipid-A-disaccharide synthase","MAG: lipid-A-disaccharide synthase","Lipid-A-disaccharide synthase","","GO:0009245;GO:0008915","lipid A biosynthetic process;lipid-A-disaccharide synthase activity","lipid-A-disaccharide synthase "
"K00759",17.457,19.052,13.999,25.571,19.849,19.51,17.644,8.7328,10.712,15.41,19.365,18.455,"Adenine phosphoribosyltransferase","MAG: adenine phosphoribosyltransferase","Adenine phosphoribosyltransferase","apt","GO:0006166;GO:0006168;GO:0044209;GO:0003999;GO:0005737","purine ribonucleoside salvage;adenine salvage;AMP salvage;adenine phosphoribosyltransferase activity;cytoplasm","adenine phosphoribosyltransferase "
"K00761",0,0,0,0,0,0,0,0,2.678,2.6801,0,3.3555,"Uracil phosphoribosyltransferase","uracil phosphoribosyltransferase","","","","","uracil phosphoribosyltransferase "
"K00762",0,0,0,0,0,0,0,4.7023,4.017,7.3702,4.0769,4.1944,"Orotate phosphoribosyltransferase","orotate phosphoribosyltransferase","","","GO:0006221;GO:0004588","pyrimidine nucleotide biosynthetic process;orotate phosphoribosyltransferase activity","orotate phosphoribosyltransferase "
