"KO","27L1","27L2","27L3","30L1","30L2","30L3","27R1","27R2","27R3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef"
"K00858",0,0,0,0,0,0,3.1795,4.3211,4.3972,4.8115,2.6199,2.2092,"NAD kinase","MULTISPECIES: NAD(+) kinase","NAD kinase","nadK","GO:0006741;GO:0016310;GO:0019674;GO:0003951;GO:0005524;GO:0046872;GO:0051287;GO:0005737","NADP biosynthetic process;phosphorylation;NAD metabolic process;NAD+ kinase activity;ATP binding;metal ion binding;NAD binding;cytoplasm","NAD+ kinase "
"K00860",13.455,9.8411,2.3021,7.8843,8.4554,8.7846,15.897,21.605,19.787,20.208,20.959,22.092,"putative adenylyl-sulfate kinase","adenylyl-sulfate kinase","","","GO:0000103;GO:0004020;GO:0005524","sulfate assimilation;adenylylsulfate kinase activity;ATP binding","adenylylsulfate kinase "
"K00872",0,0,0,0,0,0,8.4786,8.6421,9.8937,7.6985,8.733,9.9412,"Homoserine kinase","homoserine kinase","","","GO:0006566;GO:0004413;GO:0005524","threonine metabolic process;homoserine kinase activity;ATP binding","homoserine kinase "
"K00873",0,0,0,0,0,0,12.718,12.963,12.092,13.472,13.099,11.046,"Pyruvate kinase","pyruvate kinase","","","GO:0006096;GO:0000287;GO:0004743;GO:0030955;GO:0003824","glycolytic process;magnesium ion binding;pyruvate kinase activity;potassium ion binding;catalytic activity","pyruvate kinase "
"K00927",61.891,63.52,61.006,73.915,80.93,81.99,101.74,104.79,108.83,100.08,96.063,113.77,"Phosphoglycerate kinase","phosphoglycerate kinase","Phosphoglycerate kinase","pgk","GO:0006096;GO:0004618;GO:0005524;GO:0005737","glycolytic process;phosphoglycerate kinase activity;ATP binding;cytoplasm","phosphoglycerate kinase "
"K00930",0,0,0,0,0,0,4.2393,6.4816,5.4965,6.7362,8.733,4.4183,"Acetylglutamate kinase","acetylglutamate kinase","","","GO:0006526;GO:0003991;GO:0005737","arginine biosynthetic process;acetylglutamate kinase activity;cytoplasm","acetylglutamate kinase "
"K00939",2.6909,0,0,0,0,0,3.1795,4.3211,3.2979,4.8115,1.7466,5.5229,"Adenylate kinase","adenylate kinase","","","GO:0006139;GO:0005524;GO:0019205","nucleobase-containing compound metabolic process;ATP binding;nucleobase-containing compound kinase activity","adenylate kinase "
"K00940",78.933,67.993,43.74,69.973,38.653,52.708,21.196,22.686,19.787,16.359,13.973,24.301,"Nucleoside diphosphate kinase","MULTISPECIES: nucleoside-diphosphate kinase","Nucleoside diphosphate kinase","ndk","GO:0006099;GO:0006165;GO:0006183;GO:0006228;GO:0006241;GO:0004550;GO:0005524;GO:0046872;GO:0005737","tricarboxylic acid cycle;nucleoside diphosphate phosphorylation;GTP biosynthetic process;UTP biosynthetic process;CTP biosynthetic process;nucleoside diphosphate kinase activity;ATP binding;metal ion binding;cytoplasm","nucleoside-diphosphate kinase "
"K00948",0,0,0,0,0,0,0,0,3.2979,2.8869,4.3665,0,"Ribose-phosphate pyrophosphokinase","ribose-phosphate pyrophosphokinase","","","GO:0009156;GO:0009165;GO:0000287;GO:0004749;GO:0044249","ribonucleoside monophosphate biosynthetic process;nucleotide biosynthetic process;magnesium ion binding;ribose phosphate diphosphokinase activity;cellular biosynthetic process","ribose-phosphate pyrophosphokinase "
"K00958",7.1757,8.0518,0,5.9132,6.0396,4.8803,9.5384,9.7224,10.993,11.548,13.099,8.8366,"putative bifunctional SAT/APS kinase","sulfate adenylyltransferase","Sulfate adenylyltransferase","sat","GO:0000103;GO:0044210;GO:0004781;GO:0005524","sulfate assimilation;'de novo' CTP biosynthetic process;sulfate adenylyltransferase (ATP) activity;ATP binding","sulfate adenylyltransferase "
"K00962",44.848,41.153,21.87,35.479,31.406,35.138,130.36,122.07,146.21,118.36,116.15,111.56,"Polyribonucleotide nucleotidyltransferase","polyribonucleotide nucleotidyltransferase","Polyribonucleotide nucleotidyltransferase","pnp","GO:0006396;GO:0006402;GO:0000287;GO:0003723;GO:0004654;GO:0005737;GO:0003676","RNA processing;mRNA catabolic process;magnesium ion binding;RNA binding;polyribonucleotide nucleotidyltransferase activity;cytoplasm;nucleic acid binding","polyribonucleotide nucleotidyltransferase "
"K00973",0,0,0,0,0,0,8.4786,8.6421,8.7944,6.7362,7.8597,6.6275,"Glucose-1-phosphate thymidylyltransferase 1","glucose-1-phosphate thymidylyltransferase RfbA","","","GO:0045226;GO:0008879;GO:0009058;GO:0016779","extracellular polysaccharide biosynthetic process;glucose-1-phosphate thymidylyltransferase activity;biosynthetic process;nucleotidyltransferase activity","glucose-1-phosphate thymidylyltransferase "
"K00975",30.497,32.207,20.719,56.176,55.564,78.086,37.094,34.568,37.376,25.02,28.819,33.137,"Glucose-1-phosphate adenylyltransferase","glucose-1-phosphate adenylyltransferase","","","GO:0005978;GO:0008878;GO:0009058;GO:0016779","glycogen biosynthetic process;glucose-1-phosphate adenylyltransferase activity;biosynthetic process;nucleotidyltransferase activity","glucose-1-phosphate adenylyltransferase "
"K00979",0,0,0,0,0,0,5.2991,5.4013,4.3972,6.7362,6.1131,4.4183,"3-deoxy-manno-octulosonate cytidylyltransferase","3-deoxy-manno-octulosonate cytidylyltransferase","","","GO:0008690","3-deoxy-manno-octulosonate cytidylyltransferase activity","3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) "
"K00989",0,0,0,0,0,0,3.1795,4.3211,4.3972,5.7738,6.9864,3.3137,"Ribonuclease PH","ribonuclease PH","Ribonuclease PH","rph","GO:0006364;GO:0008033;GO:0016075;GO:0090503;GO:0000049;GO:0000175;GO:0009022","rRNA processing;tRNA processing;rRNA catabolic process;RNA phosphodiester bond hydrolysis, exonucleolytic;tRNA binding;3'-5'-exoribonuclease activity;tRNA nucleotidyltransferase activity","ribonuclease PH "
"K01057",3.5879,0,0,0,0,0,4.2393,5.4013,4.3972,3.8492,2.6199,3.3137,"6-phosphogluconolactonase","6-phosphogluconolactonase","","","GO:0005975;GO:0006098;GO:0017057","carbohydrate metabolic process;pentose-phosphate shunt;6-phosphogluconolactonase activity","6-phosphogluconolactonase "
"K01082",2.6909,2.6839,0,0,0,0,7.4188,9.7224,7.6951,9.6231,8.733,7.732,"3'(2'),5'-bisphosphate nucleotidase CysQ","3'(2'),5'-bisphosphate nucleotidase CysQ","3',5'-bisphosphate nucleotidase CysQ","","GO:0046854;GO:0046855","phosphatidylinositol phosphate biosynthetic process;inositol phosphate dephosphorylation","3'(2'), 5'-bisphosphate nucleotidase "
"K01134",50.23,51.889,52.948,34.494,19.327,25.378,39.213,42.13,38.475,33.681,37.552,33.137,"Arylsulfatase","arylsulfatase","","","GO:0008484","sulfuric ester hydrolase activity","arylsulfatase A "
"K01214",0,0,0,0,0,0,3.1795,2.1605,4.3972,0,2.6199,0,"Glycogen operon protein GlgX","glycogen debranching protein GlgX","","","GO:0005980;GO:0004133;GO:0004553;GO:0005975","glycogen catabolic process;glycogen debranching enzyme activity;hydrolase activity, hydrolyzing O-glycosyl compounds;carbohydrate metabolic process","isoamylase "
"K01251",7.1757,9.8411,0,2.9566,0,0,26.496,29.167,30.78,26.945,26.199,17.673,"Adenosylhomocysteinase","adenosylhomocysteinase","","","","","adenosylhomocysteinase "
"K01255",0,3.5786,0,0,0,1.9521,15.897,11.883,12.092,11.548,13.973,13.255,"Cytosol aminopeptidase","leucyl aminopeptidase","Probable cytosol aminopeptidase","pepA","GO:0006508;GO:0030145;GO:0070006;GO:0005737;GO:0019538","proteolysis;manganese ion binding;metalloaminopeptidase activity;cytoplasm;protein metabolic process","leucyl aminopeptidase "
"K01256",0,0,0,0,0,0,0,0,2.1986,3.8492,2.6199,0,"Aminopeptidase N","aminopeptidase N","","","GO:0006508;GO:0008237;GO:0008270","proteolysis;metallopeptidase activity;zinc ion binding","aminopeptidase N "
"K01265",2.6909,5.3678,0,3.9422,0,0,8.4786,10.803,8.7944,6.7362,8.733,5.5229,"Methionine aminopeptidase 1","type I methionyl aminopeptidase","","","GO:0006508;GO:0070006","proteolysis;metalloaminopeptidase activity","methionyl aminopeptidase "
"K01358",61.8906,54.5732,37.985,16.754,8.4554,26.354,47.692,49.692,37.376,47.1535,50.6511,58.5429,"ATP-dependent Clp protease proteolytic subunit","MULTISPECIES: ATP-dependent Clp endopeptidase proteolytic subunit ClpP;ATP-dependent Clp endopeptidase proteolytic subunit ClpP;MULTISPECIES: ATP-dependent Clp protease proteolytic subunit;Endopeptidase Clp",";ATP-dependent Clp protease proteolytic subunit",";clpP-2","GO:0006508;GO:0004176;GO:0004252;GO:0005737","proteolysis;ATP-dependent peptidase activity;serine-type endopeptidase activity;cytoplasm","ATP-dependent Clp protease, protease subunit "
"K01414",0,0,0,0,0,0,0,4.3211,4.3972,0,2.6199,0,"Oligopeptidase A","M3 family metallopeptidase","Oligopeptidase A","","GO:0006508;GO:0004222;GO:0046872;GO:0008233;GO:0008237","proteolysis;metalloendopeptidase activity;metal ion binding;peptidase activity;metallopeptidase activity","oligopeptidase A "
"K01428",8.0727,10.736,3.4531,5.9132,7.2475,2.9282,18.017,18.365,18.688,16.359,16.593,16.569,"Urease subunit alpha","urease subunit alpha","","","GO:0006807;GO:0009039;GO:0016151;GO:0016787;GO:0016810","nitrogen compound metabolic process;urease activity;nickel cation binding;hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","urease subunit alpha "
"K01451",0,0,0,0,0,0,2.1196,2.1605,3.2979,2.8869,2.6199,2.2092,"putative hydrolase YxeP","amidohydrolase","","","GO:0016787","hydrolase activity","hippurate hydrolase "
"K01491",0,0,0,0,0,0,5.2991,5.4013,5.4965,7.6985,6.1131,5.5229,"Bifunctional protein FolD protein","Methylenetetrahydrofolate dehydrogenase (NADP+)","Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase ; Methenyltetrahydrofolate cyclohydrolase ]","folD","GO:0000105;GO:0006164;GO:0009086;GO:0035999;GO:0004477;GO:0004488;GO:0003824","histidine biosynthetic process;purine nucleotide biosynthetic process;methionine biosynthetic process;tetrahydrofolate interconversion;methenyltetrahydrofolate cyclohydrolase activity;methylenetetrahydrofolate dehydrogenase (NADP+) activity;catalytic activity","methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase "
"K01494",0,0,0,0,0,0,0,0,0,3.8492,3.4932,0,"dCTP deaminase","MULTISPECIES: dCTP deaminase","Deoxycytidine triphosphate deaminase","dcd","GO:0006229;GO:0008829","dUTP biosynthetic process;dCTP deaminase activity","dCTP deaminase "
"K01495",6.2788,5.3678,0,0,0,0,8.4786,7.5619,7.6951,12.51,8.733,7.732,"GTP cyclohydrolase 1","GTP cyclohydrolase I","","","GO:0046654;GO:0003934","tetrahydrofolate biosynthetic process;GTP cyclohydrolase I activity","GTP cyclohydrolase IA "
"K01507",11.661,11.63,6.9063,11.826,8.4554,11.713,29.675,33.488,30.78,27.907,31.4386,29.824,"Inorganic pyrophosphatase","inorganic diphosphatase",";Inorganic pyrophosphatase",";ppa","GO:0006796;GO:0000287;GO:0004427;GO:0005737","phosphate-containing compound metabolic process;magnesium ion binding;inorganic diphosphate phosphatase activity;cytoplasm;inorganic diphosphatase activity","inorganic pyrophosphatase "
"K01519",0,0,0,0,0,0,5.2991,0,4.3972,3.8492,4.3665,3.3137,"dITP/XTP pyrophosphatase","RdgB/HAM1 family non-canonical purine NTP pyrophosphatase;non-canonical purine NTP pyrophosphatase","","","GO:0009143;GO:0017111;GO:0047429","nucleoside triphosphate catabolic process;ribonucleoside triphosphate phosphatase activity;nucleoside triphosphate diphosphatase activity","XTP/dITP diphosphohydrolase "
"K01524",0,0,0,0,0,0,9.5384,8.6421,4.3972,12.51,11.353,6.6275,"Exopolyphosphatase","Ppx/GppA family phosphatase","","","","","exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase "
"K01585",0,1.7893,0,0,0,0,2.1196,4.3211,3.2979,2.8869,6.9864,0,"Biosynthetic arginine decarboxylase","biosynthetic arginine decarboxylase","Biosynthetic arginine decarboxylase","speA","GO:0006527;GO:0008295;GO:0008792;GO:0046872;GO:0003824","arginine catabolic process;spermidine biosynthetic process;arginine decarboxylase activity;metal ion binding;catalytic activity","arginine decarboxylase "
"K01586",0,0,0,0,0,0,10.598,11.883,10.993,10.585,7.8597,5.5229,"Diaminopimelate decarboxylase","diaminopimelate decarboxylase","Diaminopimelate decarboxylase","lysA","GO:0009089;GO:0008836;GO:0030170;GO:0003824","lysine biosynthetic process via diaminopimelate;diaminopimelate decarboxylase activity;pyridoxal phosphate binding;catalytic activity","diaminopimelate decarboxylase "
"K01595",0,2.6839,0,0,0,0,22.256,23.766,32.979,28.869,31.439,19.882,"Phosphoenolpyruvate carboxylase","phosphoenolpyruvate carboxylase","","","GO:0006099;GO:0015977;GO:0008964;GO:0003824","tricarboxylic acid cycle;carbon fixation;phosphoenolpyruvate carboxylase activity;catalytic activity","phosphoenolpyruvate carboxylase "
"K01599",0,0,0,0,0,2.9282,29.675,25.926,26.383,26.945,29.692,32.033,"Uroporphyrinogen decarboxylase","uroporphyrinogen decarboxylase","","","GO:0006779;GO:0004853","porphyrin-containing compound biosynthetic process;uroporphyrinogen decarboxylase activity","uroporphyrinogen decarboxylase "
"K01601",70.86,92.148,50.646,85.742,101.47,99.559,84.786,86.421,92.341,81.796,85.583,89.471,"Ribulose bisphosphate carboxylase large chain 2","MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit","","","GO:0015977;GO:0000287;GO:0016984","carbon fixation;magnesium ion binding;ribulose-bisphosphate carboxylase activity","ribulose-bisphosphate carboxylase large chain "
"K01602",0,22.366,0,19.711,0,20.497,14.838,21.605,18.688,16.359,17.466,18.778,"Ribulose bisphosphate carboxylase small chain 2","MULTISPECIES: ribulose bisphosphate carboxylase small subunit","","","","","ribulose-bisphosphate carboxylase small chain "
"K01609",0,0,0,0,0,0,7.4188,4.3211,6.5958,5.7738,5.2398,4.4183,"Indole-3-glycerol phosphate synthase","indole-3-glycerol phosphate synthase TrpC","","","GO:0006568;GO:0004425","tryptophan metabolic process;indole-3-glycerol-phosphate synthase activity","indole-3-glycerol phosphate synthase "
"K01624",63.685,62.625,67.912,76.872,79.723,87.846,69.948,78.859,75.851,78.909,75.977,93.889,"Fructose-bisphosphate aldolase class 2","fructose-bisphosphate aldolase class II","","","GO:0006096;GO:0004332;GO:0008270;GO:0005975;GO:0016832","glycolytic process;fructose-bisphosphate aldolase activity;zinc ion binding;carbohydrate metabolic process;aldehyde-lyase activity","fructose-bisphosphate aldolase, class II "
"K01626",0,0,0,0,0,0,0,2.1605,0,2.8869,4.3665,0,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive","3-deoxy-7-phosphoheptulonate synthase","","","GO:0009073;GO:0003849;GO:0009058","aromatic amino acid family biosynthetic process;3-deoxy-7-phosphoheptulonate synthase activity;biosynthetic process","3-deoxy-7-phosphoheptulonate synthase "
"K01627",2.6909,0,0,0,0,0,15.897,16.204,14.291,16.359,14.846,12.15,"2-dehydro-3-deoxyphosphooctonate aldolase","3-deoxy-8-phosphooctulonate synthase","","","GO:0009058;GO:0008676;GO:0005737","biosynthetic process;3-deoxy-8-phosphooctulonate synthase activity;cytoplasm","2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) "
"K01647",0,3.5786,0,0,0,0,7.4188,9.7224,9.8937,9.6231,9.6063,12.15,"Citrate synthase","citrate synthase","","","GO:0046912;GO:0005737","acyltransferase activity, acyl groups converted into alkyl on transfer;cytoplasm","citrate synthase "
"K01649",0,0,0,0,0,0,7.4188,8.6421,13.192,13.472,13.099,6.6275,"2-isopropylmalate synthase","2-isopropylmalate synthase","","","GO:0009098;GO:0003852;GO:0019752;GO:0003824;GO:0046912","leucine biosynthetic process;2-isopropylmalate synthase activity;carboxylic acid metabolic process;catalytic activity;acyltransferase activity, acyl groups converted into alkyl on transfer","2-isopropylmalate synthase "
"K01652",0,0,0,0,0,0,9.5384,5.4013,7.6951,4.8115,5.2398,4.4183,"Acetolactate synthase isozyme 2 large subunit","MAG: biosynthetic-type acetolactate synthase large subunit","","","GO:0009082;GO:0000287;GO:0003984;GO:0030976;GO:0050660;GO:0003824","branched-chain amino acid biosynthetic process;magnesium ion binding;acetolactate synthase activity;thiamine pyrophosphate binding;flavin adenine dinucleotide binding;catalytic activity","acetolactate synthase I/II/III large subunit "
"K01653",0,0,0,0,0,0,4.2393,4.3211,0,1.9246,2.6199,3.3137,"Putative acetolactate synthase small subunit","MULTISPECIES: acetolactate synthase small subunit","","","GO:0009082;GO:1990610","branched-chain amino acid biosynthetic process;acetolactate synthase regulator activity","acetolactate synthase I/III small subunit "
"K01657",0,0,0,0,0,0,3.1795,2.1605,2.1986,6.7362,9.6063,0,"Anthranilate synthase component 1","anthranilate synthase component I family protein","Anthranilate synthase component I family protein","","GO:0044249;GO:0009058","cellular biosynthetic process;biosynthetic process","anthranilate synthase component I "
"K01658",0,0,0,0,0,0,3.1795,3.2408,0,3.8492,0,3.3137,"Aminodeoxychorismate synthase component 2","gamma-glutamyl-gamma-aminobutyrate hydrolase family protein","","","","","anthranilate synthase component II "
"K01661",0,0,0,0,0,0,0,0,3.2979,6.7362,4.3665,3.3137,"1,4-dihydroxy-2-naphthoyl-CoA synthase","1,4-dihydroxy-2-naphthoyl-CoA synthase","","","GO:0009234;GO:0008935;GO:0003824","menaquinone biosynthetic process;1,4-dihydroxy-2-naphthoyl-CoA synthase activity;catalytic activity","naphthoate synthase "
"K01662",0,1.7893,0,0,0,0,4.2393,5.4013,5.4965,5.7738,5.2398,6.6275,"1-deoxy-D-xylulose-5-phosphate synthase","1-deoxy-D-xylulose-5-phosphate synthase","","","GO:0016114;GO:0008661;GO:0003824","terpenoid biosynthetic process;1-deoxy-D-xylulose-5-phosphate synthase activity;catalytic activity","1-deoxy-D-xylulose-5-phosphate synthase "
"K01682",0,0,0,0,0,0,13.778,12.963,10.993,7.6985,12.226,5.5229,"Aconitate hydratase B","bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase","","","GO:0006099;GO:0003994;GO:0051539;GO:0005829","tricarboxylic acid cycle;aconitate hydratase activity;4 iron, 4 sulfur cluster binding;cytosol","aconitate hydratase 2 / 2-methylisocitrate dehydratase "
"K01687",14.351,13.42,0,9.8554,10.871,13.665,19.077,20.525,23.085,18.284,20.086,20.987,"Dihydroxy-acid dehydratase","MAG: dihydroxy-acid dehydratase","","","GO:0009082;GO:0004160;GO:0003824;GO:0016836","branched-chain amino acid biosynthetic process;dihydroxy-acid dehydratase activity;catalytic activity;hydro-lyase activity","dihydroxy-acid dehydratase "
